StudyInstanceUID,Slice,ImageHeight,ImageWidth,SliceThickness,ImagePositionPatient_x,ImagePositionPatient_y,ImagePositionPatient_z,C1,C2,C3,C4,C5,C6,C7,SliceRatio
1.2.826.0.1.3680043.18968,211,512,512,0.625,-99.427,-21.734,-102.403,0,0,0,0,0,1,1,0.51338199513382
1.2.826.0.1.3680043.18968,212,512,512,0.625,-99.427,-21.734,-103.028,0,0,0,0,0,1,1,0.5158150851581509
1.2.826.0.1.3680043.18968,213,512,512,0.625,-99.427,-21.734,-103.653,0,0,0,0,0,1,1,0.5182481751824818
1.2.826.0.1.3680043.18968,214,512,512,0.625,-99.427,-21.734,-104.278,0,0,0,0,0,1,1,0.5206812652068127
1.2.826.0.1.3680043.18968,215,512,512,0.625,-99.427,-21.734,-104.903,0,0,0,0,0,1,1,0.5231143552311436
1.2.826.0.1.3680043.18968,216,512,512,0.625,-99.427,-21.734,-105.528,0,0,0,0,0,1,1,0.5255474452554745
1.2.826.0.1.3680043.18968,217,512,512,0.625,-99.427,-21.734,-106.153,0,0,0,0,0,0,1,0.5279805352798054
1.2.826.0.1.3680043.18968,218,512,512,0.625,-99.427,-21.734,-106.778,0,0,0,0,0,0,1,0.5304136253041363
1.2.826.0.1.3680043.18968,219,512,512,0.625,-99.427,-21.734,-107.403,0,0,0,0,0,0,1,0.5328467153284672
1.2.826.0.1.3680043.18968,220,512,512,0.625,-99.427,-21.734,-108.028,0,0,0,0,0,0,1,0.5352798053527981
1.2.826.0.1.3680043.18968,221,512,512,0.625,-99.427,-21.734,-108.653,0,0,0,0,0,0,1,0.537712895377129
1.2.826.0.1.3680043.18968,222,512,512,0.625,-99.427,-21.734,-109.278,0,0,0,0,0,0,1,0.5401459854014599
1.2.826.0.1.3680043.18968,223,512,512,0.625,-99.427,-21.734,-109.903,0,0,0,0,0,0,1,0.5425790754257908
1.2.826.0.1.3680043.18968,224,512,512,0.625,-99.427,-21.734,-110.528,0,0,0,0,0,0,1,0.5450121654501217
1.2.826.0.1.3680043.18968,225,512,512,0.625,-99.427,-21.734,-111.153,0,0,0,0,0,0,1,0.5474452554744526
1.2.826.0.1.3680043.18968,226,512,512,0.625,-99.427,-21.734,-111.778,0,0,0,0,0,0,1,0.5498783454987834
1.2.826.0.1.3680043.18968,227,512,512,0.625,-99.427,-21.734,-112.403,0,0,0,0,0,0,1,0.5523114355231143
1.2.826.0.1.3680043.18968,228,512,512,0.625,-99.427,-21.734,-113.028,0,0,0,0,0,0,1,0.5547445255474452
1.2.826.0.1.3680043.18968,229,512,512,0.625,-99.427,-21.734,-113.653,0,0,0,0,0,0,1,0.5571776155717761
1.2.826.0.1.3680043.18968,230,512,512,0.625,-99.427,-21.734,-114.278,0,0,0,0,0,0,1,0.559610705596107
1.2.826.0.1.3680043.18968,231,512,512,0.625,-99.427,-21.734,-114.903,0,0,0,0,0,0,1,0.5620437956204379
1.2.826.0.1.3680043.18968,232,512,512,0.625,-99.427,-21.734,-115.528,0,0,0,0,0,0,1,0.5644768856447688
1.2.826.0.1.3680043.18968,233,512,512,0.625,-99.427,-21.734,-116.153,0,0,0,0,0,0,1,0.5669099756690997
1.2.826.0.1.3680043.18968,234,512,512,0.625,-99.427,-21.734,-116.778,0,0,0,0,0,0,1,0.5693430656934306
1.2.826.0.1.3680043.18968,235,512,512,0.625,-99.427,-21.734,-117.403,0,0,0,0,0,0,1,0.5717761557177615
1.2.826.0.1.3680043.18968,236,512,512,0.625,-99.427,-21.734,-118.028,0,0,0,0,0,0,1,0.5742092457420924
1.2.826.0.1.3680043.18968,237,512,512,0.625,-99.427,-21.734,-118.653,0,0,0,0,0,0,1,0.5766423357664233
1.2.826.0.1.3680043.18968,238,512,512,0.625,-99.427,-21.734,-119.278,0,0,0,0,0,0,1,0.5790754257907542
1.2.826.0.1.3680043.18968,239,512,512,0.625,-99.427,-21.734,-119.903,0,0,0,0,0,0,0,0.5815085158150851
1.2.826.0.1.3680043.18968,240,512,512,0.625,-99.427,-21.734,-120.528,0,0,0,0,0,0,0,0.583941605839416
1.2.826.0.1.3680043.18968,241,512,512,0.625,-99.427,-21.734,-121.153,0,0,0,0,0,0,0,0.5863746958637469
1.2.826.0.1.3680043.18968,242,512,512,0.625,-99.427,-21.734,-121.778,0,0,0,0,0,0,0,0.5888077858880778
1.2.826.0.1.3680043.18968,243,512,512,0.625,-99.427,-21.734,-122.403,0,0,0,0,0,0,0,0.5912408759124088
1.2.826.0.1.3680043.18968,244,512,512,0.625,-99.427,-21.734,-123.028,0,0,0,0,0,0,0,0.5936739659367397
1.2.826.0.1.3680043.18968,245,512,512,0.625,-99.427,-21.734,-123.653,0,0,0,0,0,0,0,0.5961070559610706
1.2.826.0.1.3680043.18968,246,512,512,0.625,-99.427,-21.734,-124.278,0,0,0,0,0,0,0,0.5985401459854015
1.2.826.0.1.3680043.18968,247,512,512,0.625,-99.427,-21.734,-124.903,0,0,0,0,0,0,0,0.6009732360097324
1.2.826.0.1.3680043.18968,248,512,512,0.625,-99.427,-21.734,-125.528,0,0,0,0,0,0,0,0.6034063260340633
1.2.826.0.1.3680043.18968,249,512,512,0.625,-99.427,-21.734,-126.153,0,0,0,0,0,0,0,0.6058394160583942
1.2.826.0.1.3680043.18968,250,512,512,0.625,-99.427,-21.734,-126.778,0,0,0,0,0,0,0,0.6082725060827251
1.2.826.0.1.3680043.18968,251,512,512,0.625,-99.427,-21.734,-127.403,0,0,0,0,0,0,0,0.610705596107056
1.2.826.0.1.3680043.18968,252,512,512,0.625,-99.427,-21.734,-128.028,0,0,0,0,0,0,0,0.6131386861313869
1.2.826.0.1.3680043.18968,253,512,512,0.625,-99.427,-21.734,-128.653,0,0,0,0,0,0,0,0.6155717761557178
1.2.826.0.1.3680043.18968,254,512,512,0.625,-99.427,-21.734,-129.278,0,0,0,0,0,0,0,0.6180048661800487
1.2.826.0.1.3680043.18968,255,512,512,0.625,-99.427,-21.734,-129.903,0,0,0,0,0,0,0,0.6204379562043796
1.2.826.0.1.3680043.18968,256,512,512,0.625,-99.427,-21.734,-130.528,0,0,0,0,0,0,0,0.6228710462287105
1.2.826.0.1.3680043.18968,257,512,512,0.625,-99.427,-21.734,-131.153,0,0,0,0,0,0,0,0.6253041362530414
1.2.826.0.1.3680043.18968,258,512,512,0.625,-99.427,-21.734,-131.778,0,0,0,0,0,0,0,0.6277372262773723
1.2.826.0.1.3680043.18968,259,512,512,0.625,-99.427,-21.734,-132.403,0,0,0,0,0,0,0,0.6301703163017032
1.2.826.0.1.3680043.18968,260,512,512,0.625,-99.427,-21.734,-133.028,0,0,0,0,0,0,0,0.6326034063260341
1.2.826.0.1.3680043.18968,261,512,512,0.625,-99.427,-21.734,-133.653,0,0,0,0,0,0,0,0.635036496350365
1.2.826.0.1.3680043.18968,262,512,512,0.625,-99.427,-21.734,-134.278,0,0,0,0,0,0,0,0.6374695863746959
1.2.826.0.1.3680043.18968,263,512,512,0.625,-99.427,-21.734,-134.903,0,0,0,0,0,0,0,0.6399026763990268
1.2.826.0.1.3680043.18968,264,512,512,0.625,-99.427,-21.734,-135.528,0,0,0,0,0,0,0,0.6423357664233577
1.2.826.0.1.3680043.18968,265,512,512,0.625,-99.427,-21.734,-136.153,0,0,0,0,0,0,0,0.6447688564476886
1.2.826.0.1.3680043.18968,266,512,512,0.625,-99.427,-21.734,-136.778,0,0,0,0,0,0,0,0.6472019464720195
1.2.826.0.1.3680043.18968,267,512,512,0.625,-99.427,-21.734,-137.403,0,0,0,0,0,0,0,0.6496350364963503
1.2.826.0.1.3680043.18968,268,512,512,0.625,-99.427,-21.734,-138.028,0,0,0,0,0,0,0,0.6520681265206812
1.2.826.0.1.3680043.18968,269,512,512,0.625,-99.427,-21.734,-138.653,0,0,0,0,0,0,0,0.6545012165450121
1.2.826.0.1.3680043.18968,270,512,512,0.625,-99.427,-21.734,-139.278,0,0,0,0,0,0,0,0.656934306569343
1.2.826.0.1.3680043.18968,271,512,512,0.625,-99.427,-21.734,-139.903,0,0,0,0,0,0,0,0.6593673965936739
1.2.826.0.1.3680043.18968,272,512,512,0.625,-99.427,-21.734,-140.528,0,0,0,0,0,0,0,0.6618004866180048
1.2.826.0.1.3680043.18968,273,512,512,0.625,-99.427,-21.734,-141.153,0,0,0,0,0,0,0,0.6642335766423357
1.2.826.0.1.3680043.18968,274,512,512,0.625,-99.427,-21.734,-141.778,0,0,0,0,0,0,0,0.6666666666666666
1.2.826.0.1.3680043.18968,275,512,512,0.625,-99.427,-21.734,-142.403,0,0,0,0,0,0,0,0.6690997566909975
1.2.826.0.1.3680043.18968,276,512,512,0.625,-99.427,-21.734,-143.028,0,0,0,0,0,0,0,0.6715328467153284
1.2.826.0.1.3680043.18968,277,512,512,0.625,-99.427,-21.734,-143.653,0,0,0,0,0,0,0,0.6739659367396593
1.2.826.0.1.3680043.18968,278,512,512,0.625,-99.427,-21.734,-144.278,0,0,0,0,0,0,0,0.6763990267639902
1.2.826.0.1.3680043.18968,279,512,512,0.625,-99.427,-21.734,-144.903,0,0,0,0,0,0,0,0.6788321167883211
1.2.826.0.1.3680043.18968,280,512,512,0.625,-99.427,-21.734,-145.528,0,0,0,0,0,0,0,0.681265206812652
1.2.826.0.1.3680043.18968,281,512,512,0.625,-99.427,-21.734,-146.153,0,0,0,0,0,0,0,0.683698296836983
1.2.826.0.1.3680043.18968,282,512,512,0.625,-99.427,-21.734,-146.778,0,0,0,0,0,0,0,0.6861313868613139
1.2.826.0.1.3680043.18968,283,512,512,0.625,-99.427,-21.734,-147.403,0,0,0,0,0,0,0,0.6885644768856448
1.2.826.0.1.3680043.18968,284,512,512,0.625,-99.427,-21.734,-148.028,0,0,0,0,0,0,0,0.6909975669099757
1.2.826.0.1.3680043.18968,285,512,512,0.625,-99.427,-21.734,-148.653,0,0,0,0,0,0,0,0.6934306569343066
1.2.826.0.1.3680043.18968,286,512,512,0.625,-99.427,-21.734,-149.278,0,0,0,0,0,0,0,0.6958637469586375
1.2.826.0.1.3680043.18968,287,512,512,0.625,-99.427,-21.734,-149.903,0,0,0,0,0,0,0,0.6982968369829684
1.2.826.0.1.3680043.18968,288,512,512,0.625,-99.427,-21.734,-150.528,0,0,0,0,0,0,0,0.7007299270072993
1.2.826.0.1.3680043.18968,289,512,512,0.625,-99.427,-21.734,-151.153,0,0,0,0,0,0,0,0.7031630170316302
1.2.826.0.1.3680043.18968,290,512,512,0.625,-99.427,-21.734,-151.778,0,0,0,0,0,0,0,0.7055961070559611
1.2.826.0.1.3680043.18968,291,512,512,0.625,-99.427,-21.734,-152.403,0,0,0,0,0,0,0,0.708029197080292
1.2.826.0.1.3680043.18968,292,512,512,0.625,-99.427,-21.734,-153.028,0,0,0,0,0,0,0,0.7104622871046229
1.2.826.0.1.3680043.18968,293,512,512,0.625,-99.427,-21.734,-153.653,0,0,0,0,0,0,0,0.7128953771289538
1.2.826.0.1.3680043.18968,294,512,512,0.625,-99.427,-21.734,-154.278,0,0,0,0,0,0,0,0.7153284671532847
1.2.826.0.1.3680043.18968,295,512,512,0.625,-99.427,-21.734,-154.903,0,0,0,0,0,0,0,0.7177615571776156
1.2.826.0.1.3680043.18968,296,512,512,0.625,-99.427,-21.734,-155.528,0,0,0,0,0,0,0,0.7201946472019465
1.2.826.0.1.3680043.18968,297,512,512,0.625,-99.427,-21.734,-156.153,0,0,0,0,0,0,0,0.7226277372262774
1.2.826.0.1.3680043.18968,298,512,512,0.625,-99.427,-21.734,-156.778,0,0,0,0,0,0,0,0.7250608272506083
1.2.826.0.1.3680043.18968,299,512,512,0.625,-99.427,-21.734,-157.403,0,0,0,0,0,0,0,0.7274939172749392
1.2.826.0.1.3680043.18968,300,512,512,0.625,-99.427,-21.734,-158.028,0,0,0,0,0,0,0,0.7299270072992701
1.2.826.0.1.3680043.18968,301,512,512,0.625,-99.427,-21.734,-158.653,0,0,0,0,0,0,0,0.732360097323601
1.2.826.0.1.3680043.18968,302,512,512,0.625,-99.427,-21.734,-159.278,0,0,0,0,0,0,0,0.7347931873479319
1.2.826.0.1.3680043.18968,303,512,512,0.625,-99.427,-21.734,-159.903,0,0,0,0,0,0,0,0.7372262773722628
1.2.826.0.1.3680043.18968,304,512,512,0.625,-99.427,-21.734,-160.528,0,0,0,0,0,0,0,0.7396593673965937
1.2.826.0.1.3680043.18968,305,512,512,0.625,-99.427,-21.734,-161.153,0,0,0,0,0,0,0,0.7420924574209246
1.2.826.0.1.3680043.18968,306,512,512,0.625,-99.427,-21.734,-161.778,0,0,0,0,0,0,0,0.7445255474452555
1.2.826.0.1.3680043.18968,307,512,512,0.625,-99.427,-21.734,-162.403,0,0,0,0,0,0,0,0.7469586374695864
1.2.826.0.1.3680043.18968,308,512,512,0.625,-99.427,-21.734,-163.028,0,0,0,0,0,0,0,0.7493917274939172
1.2.826.0.1.3680043.18968,309,512,512,0.625,-99.427,-21.734,-163.653,0,0,0,0,0,0,0,0.7518248175182481
1.2.826.0.1.3680043.18968,310,512,512,0.625,-99.427,-21.734,-164.278,0,0,0,0,0,0,0,0.754257907542579
1.2.826.0.1.3680043.18968,311,512,512,0.625,-99.427,-21.734,-164.903,0,0,0,0,0,0,0,0.7566909975669099
1.2.826.0.1.3680043.18968,312,512,512,0.625,-99.427,-21.734,-165.528,0,0,0,0,0,0,0,0.7591240875912408
1.2.826.0.1.3680043.18968,313,512,512,0.625,-99.427,-21.734,-166.153,0,0,0,0,0,0,0,0.7615571776155717
1.2.826.0.1.3680043.18968,314,512,512,0.625,-99.427,-21.734,-166.778,0,0,0,0,0,0,0,0.7639902676399026
1.2.826.0.1.3680043.18968,315,512,512,0.625,-99.427,-21.734,-167.403,0,0,0,0,0,0,0,0.7664233576642335
1.2.826.0.1.3680043.18968,316,512,512,0.625,-99.427,-21.734,-168.028,0,0,0,0,0,0,0,0.7688564476885644
1.2.826.0.1.3680043.18968,317,512,512,0.625,-99.427,-21.734,-168.653,0,0,0,0,0,0,0,0.7712895377128953
1.2.826.0.1.3680043.18968,318,512,512,0.625,-99.427,-21.734,-169.278,0,0,0,0,0,0,0,0.7737226277372263
1.2.826.0.1.3680043.18968,319,512,512,0.625,-99.427,-21.734,-169.903,0,0,0,0,0,0,0,0.7761557177615572
1.2.826.0.1.3680043.18968,320,512,512,0.625,-99.427,-21.734,-170.528,0,0,0,0,0,0,0,0.7785888077858881
1.2.826.0.1.3680043.18968,321,512,512,0.625,-99.427,-21.734,-171.153,0,0,0,0,0,0,0,0.781021897810219
1.2.826.0.1.3680043.18968,322,512,512,0.625,-99.427,-21.734,-171.778,0,0,0,0,0,0,0,0.7834549878345499
1.2.826.0.1.3680043.18968,323,512,512,0.625,-99.427,-21.734,-172.403,0,0,0,0,0,0,0,0.7858880778588808
1.2.826.0.1.3680043.18968,324,512,512,0.625,-99.427,-21.734,-173.028,0,0,0,0,0,0,0,0.7883211678832117
1.2.826.0.1.3680043.18968,325,512,512,0.625,-99.427,-21.734,-173.653,0,0,0,0,0,0,0,0.7907542579075426
1.2.826.0.1.3680043.18968,326,512,512,0.625,-99.427,-21.734,-174.278,0,0,0,0,0,0,0,0.7931873479318735
1.2.826.0.1.3680043.18968,327,512,512,0.625,-99.427,-21.734,-174.903,0,0,0,0,0,0,0,0.7956204379562044
1.2.826.0.1.3680043.18968,328,512,512,0.625,-99.427,-21.734,-175.528,0,0,0,0,0,0,0,0.7980535279805353
1.2.826.0.1.3680043.18968,329,512,512,0.625,-99.427,-21.734,-176.153,0,0,0,0,0,0,0,0.8004866180048662
1.2.826.0.1.3680043.18968,330,512,512,0.625,-99.427,-21.734,-176.778,0,0,0,0,0,0,0,0.8029197080291971
1.2.826.0.1.3680043.18968,331,512,512,0.625,-99.427,-21.734,-177.403,0,0,0,0,0,0,0,0.805352798053528
1.2.826.0.1.3680043.18968,332,512,512,0.625,-99.427,-21.734,-178.028,0,0,0,0,0,0,0,0.8077858880778589
1.2.826.0.1.3680043.18968,333,512,512,0.625,-99.427,-21.734,-178.653,0,0,0,0,0,0,0,0.8102189781021898
1.2.826.0.1.3680043.18968,334,512,512,0.625,-99.427,-21.734,-179.278,0,0,0,0,0,0,0,0.8126520681265207
1.2.826.0.1.3680043.18968,335,512,512,0.625,-99.427,-21.734,-179.903,0,0,0,0,0,0,0,0.8150851581508516
1.2.826.0.1.3680043.18968,336,512,512,0.625,-99.427,-21.734,-180.528,0,0,0,0,0,0,0,0.8175182481751825
1.2.826.0.1.3680043.18968,337,512,512,0.625,-99.427,-21.734,-181.153,0,0,0,0,0,0,0,0.8199513381995134
1.2.826.0.1.3680043.18968,338,512,512,0.625,-99.427,-21.734,-181.778,0,0,0,0,0,0,0,0.8223844282238443
1.2.826.0.1.3680043.18968,339,512,512,0.625,-99.427,-21.734,-182.403,0,0,0,0,0,0,0,0.8248175182481752
1.2.826.0.1.3680043.18968,340,512,512,0.625,-99.427,-21.734,-183.028,0,0,0,0,0,0,0,0.8272506082725061
1.2.826.0.1.3680043.18968,341,512,512,0.625,-99.427,-21.734,-183.653,0,0,0,0,0,0,0,0.829683698296837
1.2.826.0.1.3680043.18968,342,512,512,0.625,-99.427,-21.734,-184.278,0,0,0,0,0,0,0,0.8321167883211679
1.2.826.0.1.3680043.18968,343,512,512,0.625,-99.427,-21.734,-184.903,0,0,0,0,0,0,0,0.8345498783454988
1.2.826.0.1.3680043.18968,344,512,512,0.625,-99.427,-21.734,-185.528,0,0,0,0,0,0,0,0.8369829683698297
1.2.826.0.1.3680043.18968,345,512,512,0.625,-99.427,-21.734,-186.153,0,0,0,0,0,0,0,0.8394160583941606
1.2.826.0.1.3680043.18968,346,512,512,0.625,-99.427,-21.734,-186.778,0,0,0,0,0,0,0,0.8418491484184915
1.2.826.0.1.3680043.18968,347,512,512,0.625,-99.427,-21.734,-187.403,0,0,0,0,0,0,0,0.8442822384428224
1.2.826.0.1.3680043.18968,348,512,512,0.625,-99.427,-21.734,-188.028,0,0,0,0,0,0,0,0.8467153284671532
1.2.826.0.1.3680043.18968,349,512,512,0.625,-99.427,-21.734,-188.653,0,0,0,0,0,0,0,0.8491484184914841
1.2.826.0.1.3680043.18968,350,512,512,0.625,-99.427,-21.734,-189.278,0,0,0,0,0,0,0,0.851581508515815
1.2.826.0.1.3680043.18968,351,512,512,0.625,-99.427,-21.734,-189.903,0,0,0,0,0,0,0,0.8540145985401459
1.2.826.0.1.3680043.18968,352,512,512,0.625,-99.427,-21.734,-190.528,0,0,0,0,0,0,0,0.8564476885644768
1.2.826.0.1.3680043.18968,353,512,512,0.625,-99.427,-21.734,-191.153,0,0,0,0,0,0,0,0.8588807785888077
1.2.826.0.1.3680043.18968,354,512,512,0.625,-99.427,-21.734,-191.778,0,0,0,0,0,0,0,0.8613138686131386
1.2.826.0.1.3680043.18968,355,512,512,0.625,-99.427,-21.734,-192.403,0,0,0,0,0,0,0,0.8637469586374696
1.2.826.0.1.3680043.18968,356,512,512,0.625,-99.427,-21.734,-193.028,0,0,0,0,0,0,0,0.8661800486618005
1.2.826.0.1.3680043.18968,357,512,512,0.625,-99.427,-21.734,-193.653,0,0,0,0,0,0,0,0.8686131386861314
1.2.826.0.1.3680043.18968,358,512,512,0.625,-99.427,-21.734,-194.278,0,0,0,0,0,0,0,0.8710462287104623
1.2.826.0.1.3680043.18968,359,512,512,0.625,-99.427,-21.734,-194.903,0,0,0,0,0,0,0,0.8734793187347932
1.2.826.0.1.3680043.18968,360,512,512,0.625,-99.427,-21.734,-195.528,0,0,0,0,0,0,0,0.8759124087591241
1.2.826.0.1.3680043.18968,361,512,512,0.625,-99.427,-21.734,-196.153,0,0,0,0,0,0,0,0.878345498783455
1.2.826.0.1.3680043.18968,362,512,512,0.625,-99.427,-21.734,-196.778,0,0,0,0,0,0,0,0.8807785888077859
1.2.826.0.1.3680043.18968,363,512,512,0.625,-99.427,-21.734,-197.403,0,0,0,0,0,0,0,0.8832116788321168
1.2.826.0.1.3680043.18968,364,512,512,0.625,-99.427,-21.734,-198.028,0,0,0,0,0,0,0,0.8856447688564477
1.2.826.0.1.3680043.18968,365,512,512,0.625,-99.427,-21.734,-198.653,0,0,0,0,0,0,0,0.8880778588807786
1.2.826.0.1.3680043.18968,366,512,512,0.625,-99.427,-21.734,-199.278,0,0,0,0,0,0,0,0.8905109489051095
1.2.826.0.1.3680043.18968,367,512,512,0.625,-99.427,-21.734,-199.903,0,0,0,0,0,0,0,0.8929440389294404
1.2.826.0.1.3680043.18968,368,512,512,0.625,-99.427,-21.734,-200.528,0,0,0,0,0,0,0,0.8953771289537713
1.2.826.0.1.3680043.18968,369,512,512,0.625,-99.427,-21.734,-201.153,0,0,0,0,0,0,0,0.8978102189781022
1.2.826.0.1.3680043.18968,370,512,512,0.625,-99.427,-21.734,-201.778,0,0,0,0,0,0,0,0.9002433090024331
1.2.826.0.1.3680043.18968,371,512,512,0.625,-99.427,-21.734,-202.403,0,0,0,0,0,0,0,0.902676399026764
1.2.826.0.1.3680043.18968,372,512,512,0.625,-99.427,-21.734,-203.028,0,0,0,0,0,0,0,0.9051094890510949
1.2.826.0.1.3680043.18968,373,512,512,0.625,-99.427,-21.734,-203.653,0,0,0,0,0,0,0,0.9075425790754258
1.2.826.0.1.3680043.18968,374,512,512,0.625,-99.427,-21.734,-204.278,0,0,0,0,0,0,0,0.9099756690997567
1.2.826.0.1.3680043.18968,375,512,512,0.625,-99.427,-21.734,-204.903,0,0,0,0,0,0,0,0.9124087591240876
1.2.826.0.1.3680043.18968,376,512,512,0.625,-99.427,-21.734,-205.528,0,0,0,0,0,0,0,0.9148418491484185
1.2.826.0.1.3680043.18968,377,512,512,0.625,-99.427,-21.734,-206.153,0,0,0,0,0,0,0,0.9172749391727494
1.2.826.0.1.3680043.18968,378,512,512,0.625,-99.427,-21.734,-206.778,0,0,0,0,0,0,0,0.9197080291970803
1.2.826.0.1.3680043.18968,379,512,512,0.625,-99.427,-21.734,-207.403,0,0,0,0,0,0,0,0.9221411192214112
1.2.826.0.1.3680043.18968,380,512,512,0.625,-99.427,-21.734,-208.028,0,0,0,0,0,0,0,0.9245742092457421
1.2.826.0.1.3680043.18968,381,512,512,0.625,-99.427,-21.734,-208.653,0,0,0,0,0,0,0,0.927007299270073
1.2.826.0.1.3680043.18968,382,512,512,0.625,-99.427,-21.734,-209.278,0,0,0,0,0,0,0,0.9294403892944039
1.2.826.0.1.3680043.18968,383,512,512,0.625,-99.427,-21.734,-209.903,0,0,0,0,0,0,0,0.9318734793187348
1.2.826.0.1.3680043.18968,384,512,512,0.625,-99.427,-21.734,-210.528,0,0,0,0,0,0,0,0.9343065693430657
1.2.826.0.1.3680043.18968,385,512,512,0.625,-99.427,-21.734,-211.153,0,0,0,0,0,0,0,0.9367396593673966
1.2.826.0.1.3680043.18968,386,512,512,0.625,-99.427,-21.734,-211.778,0,0,0,0,0,0,0,0.9391727493917275
1.2.826.0.1.3680043.18968,387,512,512,0.625,-99.427,-21.734,-212.403,0,0,0,0,0,0,0,0.9416058394160584
1.2.826.0.1.3680043.18968,388,512,512,0.625,-99.427,-21.734,-213.028,0,0,0,0,0,0,0,0.9440389294403893
1.2.826.0.1.3680043.18968,389,512,512,0.625,-99.427,-21.734,-213.653,0,0,0,0,0,0,0,0.9464720194647201
1.2.826.0.1.3680043.18968,390,512,512,0.625,-99.427,-21.734,-214.278,0,0,0,0,0,0,0,0.948905109489051
1.2.826.0.1.3680043.18968,391,512,512,0.625,-99.427,-21.734,-214.903,0,0,0,0,0,0,0,0.9513381995133819
1.2.826.0.1.3680043.18968,392,512,512,0.625,-99.427,-21.734,-215.528,0,0,0,0,0,0,0,0.9537712895377128
1.2.826.0.1.3680043.18968,393,512,512,0.625,-99.427,-21.734,-216.153,0,0,0,0,0,0,0,0.9562043795620438
1.2.826.0.1.3680043.18968,394,512,512,0.625,-99.427,-21.734,-216.778,0,0,0,0,0,0,0,0.9586374695863747
1.2.826.0.1.3680043.18968,395,512,512,0.625,-99.427,-21.734,-217.403,0,0,0,0,0,0,0,0.9610705596107056
1.2.826.0.1.3680043.18968,396,512,512,0.625,-99.427,-21.734,-218.028,0,0,0,0,0,0,0,0.9635036496350365
1.2.826.0.1.3680043.18968,397,512,512,0.625,-99.427,-21.734,-218.653,0,0,0,0,0,0,0,0.9659367396593674
1.2.826.0.1.3680043.18968,398,512,512,0.625,-99.427,-21.734,-219.278,0,0,0,0,0,0,0,0.9683698296836983
1.2.826.0.1.3680043.18968,399,512,512,0.625,-99.427,-21.734,-219.903,0,0,0,0,0,0,0,0.9708029197080292
1.2.826.0.1.3680043.18968,400,512,512,0.625,-99.427,-21.734,-220.528,0,0,0,0,0,0,0,0.9732360097323601
1.2.826.0.1.3680043.18968,401,512,512,0.625,-99.427,-21.734,-221.153,0,0,0,0,0,0,0,0.975669099756691
1.2.826.0.1.3680043.18968,402,512,512,0.625,-99.427,-21.734,-221.778,0,0,0,0,0,0,0,0.9781021897810219
1.2.826.0.1.3680043.18968,403,512,512,0.625,-99.427,-21.734,-222.403,0,0,0,0,0,0,0,0.9805352798053528
1.2.826.0.1.3680043.18968,404,512,512,0.625,-99.427,-21.734,-223.028,0,0,0,0,0,0,0,0.9829683698296837
1.2.826.0.1.3680043.18968,405,512,512,0.625,-99.427,-21.734,-223.653,0,0,0,0,0,0,0,0.9854014598540146
1.2.826.0.1.3680043.18968,406,512,512,0.625,-99.427,-21.734,-224.278,0,0,0,0,0,0,0,0.9878345498783455
1.2.826.0.1.3680043.18968,407,512,512,0.625,-99.427,-21.734,-224.903,0,0,0,0,0,0,0,0.9902676399026764
1.2.826.0.1.3680043.18968,408,512,512,0.625,-99.427,-21.734,-225.528,0,0,0,0,0,0,0,0.9927007299270073
1.2.826.0.1.3680043.18968,409,512,512,0.625,-99.427,-21.734,-226.153,0,0,0,0,0,0,0,0.9951338199513382
1.2.826.0.1.3680043.18968,410,512,512,0.625,-99.427,-21.734,-226.778,0,0,0,0,0,0,0,0.9975669099756691
1.2.826.0.1.3680043.18968,411,512,512,0.625,-99.427,-21.734,-227.403,0,0,0,0,0,0,0,1.0
1.2.826.0.1.3680043.19021,1,512,512,1.0,-111.5,1.5,783.799988,0,0,0,0,0,0,0,0.002531645569620253
1.2.826.0.1.3680043.19021,2,512,512,1.0,-111.5,1.5,783.299988,0,0,0,0,0,0,0,0.005063291139240506
1.2.826.0.1.3680043.19021,3,512,512,1.0,-111.5,1.5,782.799988,0,0,0,0,0,0,0,0.007594936708860759
1.2.826.0.1.3680043.19021,4,512,512,1.0,-111.5,1.5,782.299988,0,0,0,0,0,0,0,0.010126582278481013
1.2.826.0.1.3680043.19021,5,512,512,1.0,-111.5,1.5,781.799988,0,0,0,0,0,0,0,0.012658227848101266
1.2.826.0.1.3680043.19021,6,512,512,1.0,-111.5,1.5,781.299988,0,0,0,0,0,0,0,0.015189873417721518
1.2.826.0.1.3680043.19021,7,512,512,1.0,-111.5,1.5,780.799988,0,0,0,0,0,0,0,0.017721518987341773
1.2.826.0.1.3680043.19021,8,512,512,1.0,-111.5,1.5,780.299988,0,0,0,0,0,0,0,0.020253164556962026
1.2.826.0.1.3680043.19021,9,512,512,1.0,-111.5,1.5,779.799988,0,0,0,0,0,0,0,0.02278481012658228
1.2.826.0.1.3680043.19021,10,512,512,1.0,-111.5,1.5,779.299988,0,0,0,0,0,0,0,0.02531645569620253
1.2.826.0.1.3680043.19021,11,512,512,1.0,-111.5,1.5,778.799988,0,0,0,0,0,0,0,0.027848101265822784
1.2.826.0.1.3680043.19021,12,512,512,1.0,-111.5,1.5,778.299988,0,0,0,0,0,0,0,0.030379746835443037
1.2.826.0.1.3680043.19021,13,512,512,1.0,-111.5,1.5,777.799988,0,0,0,0,0,0,0,0.03291139240506329
